000034544900589067.mrxs,0,0,0,0
210976.svs,0,0,1,0
276372.svs,0,0,1,0
350954.svs,0,0,0,1
355147.svs,0,0,1,0
257993.svs,1,0,1,0
255025.svs,0,0,1,0
115344.svs,1,0,0,0
000034184400550682.mrxs,0,0,1,0
197144.svs,0,0,1,0
215421.svs,0,0,1,0
265655.svs,1,0,1,0
243726.svs,0,1,0,1
109849.svs,0,0,1,0
226410.svs,0,0,1,0
191057.svs,0,0,0,0
355016.svs,0,0,1,0
293087.svs,0,0,1,0
257001.svs,0,1,0,0
221289.svs,0,0,1,0
000034475700580037.mrxs,0,0,1,0
205648.svs,0,0,1,0
237698.svs,0,0,1,0
231687.svs,0,0,1,0
266717.svs,0,0,1,0
355119.svs,0,1,0,0
292026.svs,1,0,1,0
201577.svs,0,0,1,0
267699.svs,1,0,1,0
000033426200481188.mrxs,0,0,1,0
130329.svs,0,0,1,0
150087.svs,0,1,1,0
288038.svs,0,0,1,0
247783.svs,0,0,1,0
000034365700571611.mrxs,0,0,0,0
221805.svs,0,0,1,0
157059.svs,1,0,0,0
247330.svs,0,1,0,0
198199.svs,0,0,1,0
000033426200481190.mrxs,0,0,1,0
283967.svs,0,0,1,0
291996.svs,0,1,0,0
237697.svs,0,0,1,0
311287.svs,0,1,0,0
000034134000545757.mrxs,0,0,1,0
257052.svs,0,1,0,0
219127.svs,0,0,1,0
000033573600492788.mrxs,0,0,1,0
000033823300514831.mrxs,1,0,1,0
317973.svs,1,0,0,0
257837.svs,0,0,1,0
160131.svs,0,0,1,0
000034134100545765.mrxs,0,0,1,0
246876.svs,0,0,1,0
213348.svs,0,1,1,0
000035007800634599.mrxs,0,0,1,0
355078.svs,0,0,1,1
213435.svs,0,1,0,0
355010.svs,0,0,0,1
260707.svs,0,0,1,0
261349.svs,0,0,1,1
339671.svs,1,0,1,0
140495.svs,0,0,1,0
326655.svs,0,0,1,0
307834.svs,0,0,1,0
000034806000612381.mrxs,0,0,1,0
247361.svs,0,1,0,0
300984.svs,0,0,1,0
000033609100496656.mrxs,0,0,1,1
000033577900492476.mrxs,0,0,0,0
153509.svs,0,0,1,0
261158.svs,0,0,1,0
114608.svs,0,1,0,0
355072.svs,1,0,1,0
110860.svs,0,0,1,0
132712.svs,0,1,0,0
265057.svs,0,0,0,0
265581.svs,1,0,1,0
140974.svs,1,0,0,0
232111.svs,0,0,1,0
215379.svs,0,0,1,0
198101.svs,0,0,1,0
261065.svs,0,0,1,0
278144.svs,0,1,0,1
285655.svs,0,0,0,0
258160.svs,1,0,0,0
284468.svs,1,0,0,0
000033786700511840.mrxs,0,1,0,0
355014.svs,0,0,0,1
172729.svs,0,0,1,0
355093.svs,0,0,1,0
265723.svs,1,1,0,0
131378.svs,1,0,1,0
261670.svs,1,1,1,0
273865.svs,0,0,1,0
335186.svs,0,0,1,0
279920.svs,0,1,0,0
000033603300496214.mrxs,0,0,1,0
209397.svs,0,1,1,0
276363.svs,0,0,1,0
256285.svs,0,0,1,0
143950.svs,1,0,0,0
275764.svs,0,1,0,0
199465.svs,0,0,1,0
000034588200591476.mrxs,1,0,1,0
335961.svs,1,0,1,0
211997.svs,0,0,1,0
334437.svs,0,0,1,0
000034474500580029.mrxs,0,0,1,0
199466.svs,1,0,0,0
297359.svs,1,1,0,0
144564.svs,0,0,0,0
201760.svs,1,0,0,0
287347.svs,1,0,1,0
130089.svs,1,0,0,0
107699.svs,0,0,1,0
257054.svs,0,1,0,0
169806.svs,1,0,0,0
185012.svs,0,0,1,0
193431.svs,0,0,1,0
256327.svs,0,0,1,0
209402.svs,0,0,1,1
155864.svs,0,0,0,1
000034482400580079.mrxs,0,0,1,0
267122.svs,0,0,1,0
355026.svs,0,0,0,0
186549.svs,1,0,0,0
000034481500580053.mrxs,0,0,1,0
000034950700628527.mrxs,0,0,0,0
000034240400556326.mrxs,0,0,0,0
231983.svs,1,0,0,0
000033431000482391.mrxs,0,1,0,0
325927.svs,0,0,1,0
355125.svs,0,0,1,0
000033446400483527.mrxs,1,0,0,0
332391.svs,0,0,1,0
000034358100569657.mrxs,0,0,1,0
187906.svs,0,0,1,0
000033505600488404.mrxs,0,1,0,0
320671.svs,0,0,1,0
203414.svs,0,0,0,0
000034307900564067.mrxs,0,1,0,0
218721.svs,0,0,1,1
196888.svs,1,0,0,0
110270.svs,1,0,0,0
163203.svs,1,0,0,0
215382.svs,0,1,0,0
000034176600549662.mrxs,0,0,1,0
151030.svs,1,0,0,0
288014.svs,0,0,1,0
000033632000499662.mrxs,0,0,1,1
355154.svs,0,0,1,0
254141.svs,0,0,1,0
218722.svs,0,0,1,1
000033505600488410.mrxs,1,0,0,0
266715.svs,0,0,1,1
000034098300541201.mrxs,0,0,0,0
197105.svs,0,0,1,0
292979.svs,0,0,1,0
227792.svs,0,0,1,0
238129.svs,0,0,1,0
229807.svs,0,0,1,0
193346.svs,0,0,1,0
254556.svs,0,0,1,0
211131.svs,0,0,1,1
000034583500591458.mrxs,0,0,0,0
000035007800634601.mrxs,0,0,1,0
243697.svs,0,0,1,1
292988.svs,0,0,0,0
241547.svs,0,0,1,0
000034141200545809.mrxs,0,1,0,0
134655.svs,0,0,1,0
218726.svs,0,0,1,1
230198.svs,0,0,1,0
285221.svs,0,0,1,0
000034240400556352.mrxs,0,0,0,0
000034143900546248.mrxs,0,0,1,0
234230.svs,0,0,1,0
260817.svs,0,1,0,0
215681.svs,0,0,1,1
114984.svs,0,0,1,0
000033786700511814.mrxs,0,1,0,0
202250.svs,0,0,1,1
213431.svs,0,0,1,1
270335.svs,0,0,1,0
000034564100590932.mrxs,0,0,1,0
314940.svs,0,0,1,0
132776.svs,0,0,1,0
247267.svs,1,0,1,0
254240.svs,0,0,0,0
333478.svs,0,0,1,0
261235.svs,0,0,1,0
213518.svs,0,0,1,0
154010.svs,0,0,1,0
269717.svs,1,0,0,0
335521.svs,0,0,1,0
289408.svs,0,0,1,0
186939.svs,0,0,1,0
153508.svs,0,0,1,0
000034335500566985.mrxs,0,0,1,0
291192.svs,1,0,0,0
000034296300561703.mrxs,0,0,0,0
306553.svs,1,0,0,0
000034599300592947.mrxs,0,0,1,0
290632.svs,0,0,0,0
355104.svs,0,0,0,0
143321.svs,0,0,1,0
161726.svs,0,1,0,0
212007.svs,0,0,1,0
247784.svs,0,0,1,0
170425.svs,1,0,0,0
256906.svs,0,1,0,0
254294.svs,0,0,1,0
000033603700496238.mrxs,0,0,1,0
161728.svs,1,1,0,0
349163.svs,0,0,1,0
257842.svs,0,0,1,0
311220.svs,1,0,1,0
146638.svs,0,0,1,0
260813.svs,0,1,0,0
293011.svs,0,0,0,0
210247.svs,0,1,0,0
000034564100590934.mrxs,0,0,1,0
185750.svs,1,0,0,0
185032.svs,1,0,1,0
186591.svs,0,0,1,0
266522.svs,0,0,1,0
287368.svs,0,0,1,0
212872.svs,1,0,0,0
229353.svs,0,0,1,0
312012.svs,0,0,1,0
000033578500492486.mrxs,0,0,1,0
000033547100489470.mrxs,0,1,0,0
000033457900486027.mrxs,0,0,1,0
261015.svs,0,0,1,0
171909.svs,1,0,0,0
256336.svs,0,0,1,0
000034213700553589.mrxs,0,0,1,0
227491.svs,1,0,0,0
163484.svs,0,0,1,0
166738.svs,0,0,1,0
218723.svs,0,0,1,1
257057.svs,0,1,0,0
289168.svs,1,0,0,0
262957.svs,1,0,1,0
247337.svs,0,1,0,0
000033530100489963.mrxs,0,1,0,0
281545.svs,0,0,1,0
249981.svs,0,0,1,0
263972.svs,0,0,0,1
128256.svs,0,0,1,0
293097.svs,0,1,0,0
000033579300493717.mrxs,0,0,1,0
355076.svs,0,0,0,1
193336.svs,0,0,1,0
000033602400496144.mrxs,0,0,0,1
349201.svs,0,0,1,0
154004.svs,1,0,0,0
000033576500493635.mrxs,0,0,1,0
355088.svs,0,0,1,0
157791.svs,0,0,1,1
000034482300580071.mrxs,0,0,1,0
000033275700469605.mrxs,0,0,1,0
289876.svs,0,0,1,0
154728.svs,0,0,1,0
253605.svs,0,0,0,1
000033600800495937.mrxs,0,1,0,0
198200.svs,0,0,1,0
202175.svs,0,0,1,0
293835.svs,0,0,1,0
236838.svs,0,1,1,0
242895.svs,1,0,0,1
301628.svs,0,0,1,0
000034212600553567.mrxs,0,0,1,0
335542.svs,1,0,1,0
213516.svs,0,0,1,0
000034141200545813.mrxs,0,0,0,0
000033370700476528.mrxs,0,0,1,0
000034970500630085.mrxs,0,0,1,0
303594.svs,0,1,0,0
355077.svs,0,0,1,1
000033835500516219.mrxs,0,0,1,0
346447.svs,0,0,1,0
000033823200514827.mrxs,1,0,0,0
000033547100489478.mrxs,0,0,0,0
000033627800496868.mrxs,0,0,1,1
225335.svs,0,0,1,0
000033651600502273.mrxs,1,1,0,0
284361.svs,0,0,1,1
205647.svs,0,0,1,0
182054.svs,0,0,1,0
231701.svs,0,0,1,0
215375.svs,1,0,0,0
132680.svs,0,0,1,0
198878.svs,0,0,1,0
161659.svs,0,0,1,0
000033402600480720.mrxs,0,0,1,0
193302.svs,0,0,1,0
261024.svs,1,0,1,0
237696.svs,0,0,1,0
238817.svs,1,0,0,0
260709.svs,0,0,1,0
000033602000496113.mrxs,1,0,1,0
256903.svs,0,0,1,0
000034365700571609.mrxs,0,0,0,0
261262.svs,0,1,0,0
231686.svs,0,0,1,0
111679.svs,1,0,0,0
290600.svs,0,0,1,0
193337.svs,0,0,1,1
209257.svs,0,0,1,1
209626.svs,0,0,0,0
000034335100566971.mrxs,0,0,1,0
291179.svs,0,0,1,0
331843.svs,0,1,0,0
000034106300543376.mrxs,0,0,1,0
243719.svs,0,0,1,0
276332.svs,0,0,1,0
164311.svs,1,0,0,0
319391.svs,0,0,1,0
000034212100553993.mrxs,1,1,0,0
205837.svs,0,0,1,0
261668.svs,1,1,1,0
297364.svs,1,1,0,0
161670.svs,0,1,0,0
000033575200493074.mrxs,0,0,0,0
191226.svs,0,0,1,0
257048.svs,1,1,0,0
319323.svs,0,0,1,0
177529.svs,0,0,1,0
185907.svs,0,0,1,0
327994.svs,0,0,1,1
289163.svs,0,0,1,0
293094.svs,0,1,0,0
113693.svs,0,0,1,0
266289.svs,1,1,0,0
000034077700540345.mrxs,0,0,1,0
355048.svs,0,0,1,0
335302.svs,0,0,1,0
134838.svs,0,0,1,0
191114.svs,1,0,0,0
320596.svs,0,0,1,0
000033823000514805.mrxs,0,0,1,0
335568.svs,0,0,0,0
000033391300478017.mrxs,0,0,1,0
127701.svs,0,0,1,0
260787.svs,1,1,0,0
229395.svs,0,0,1,0
000034107600543390.mrxs,0,1,0,0
265652.svs,0,0,1,0
231129.svs,0,0,1,0
284964.svs,0,0,1,0
261922.svs,0,0,1,0
282602.svs,0,0,1,0
200126.svs,0,1,1,0
255644.svs,0,0,1,0
000035007800634603.mrxs,0,0,1,0
000033779800510957.mrxs,0,0,0,0
000034520700583745.mrxs,0,0,1,0
307891.svs,0,0,1,0
000033391000478013.mrxs,0,0,1,0
112130.svs,1,0,0,0
000033651200499796.mrxs,0,0,0,0
256325.svs,0,0,1,1
114607.svs,0,1,0,0
171706.svs,1,0,0,0
277016.svs,1,0,0,0
000033609100496658.mrxs,0,0,1,1
344424.svs,0,1,0,0
222284.svs,0,1,1,0
242898.svs,0,0,0,1
000033577900492480.mrxs,0,0,0,0
279544.svs,0,1,0,0
000034212200553543.mrxs,0,0,0,0
228292.svs,0,0,1,1
000034296300561705.mrxs,0,0,0,0
225357.svs,0,1,0,0
205818.svs,0,0,0,0
321940.svs,1,0,0,0
292945.svs,0,0,0,0
251529.svs,0,0,1,1
331834.svs,0,1,0,0
000033603500496232.mrxs,0,0,0,0
146641.svs,0,0,1,1
261160.svs,1,0,1,0
193814.svs,0,0,0,1
143269.svs,0,0,1,1
297368.svs,0,0,0,0
000034971000630103.mrxs,1,1,0,0
000034535500588532.mrxs,1,0,1,0
000033459800485015.mrxs,0,1,0,0
269780.svs,1,0,1,0
169527.svs,0,0,1,1
203332.svs,0,0,0,1
000034142600546214.mrxs,0,1,0,0
217229.svs,0,0,0,0
000033391000478015.mrxs,0,0,0,0
218703.svs,1,0,1,0
345576.svs,0,0,1,1
349540.svs,0,0,1,1
000034141200545807.mrxs,0,1,0,0
290599.svs,0,0,0,1
295012.svs,1,0,0,0
182448.svs,1,1,0,0
133364.svs,1,1,0,0
203412.svs,0,0,0,0
300179.svs,1,1,0,0
353447.svs,0,0,0,0
171699.svs,0,0,1,1
284169.svs,0,0,0,0
273875.svs,0,1,0,0
157793.svs,0,0,1,1
355073.svs,1,1,0,0
200471.svs,0,1,1,0
196908.svs,1,1,0,0
213347.svs,0,1,1,0
236839.svs,0,1,1,0
262877.svs,0,0,1,1
182452.svs,1,1,0,0
235427.svs,0,1,0,0
158844.svs,1,0,0,0
292947.svs,1,0,0,0
234907.svs,1,0,0,1
355145.svs,0,0,0,0
198104.svs,0,1,0,0
110863.svs,0,0,0,0
215231.svs,0,0,0,1
223705.svs,0,0,0,1
000034971000630107.mrxs,1,0,0,0
000033879700518816.mrxs,0,1,0,0
267967.svs,0,0,1,1
000034107600543392.mrxs,0,0,0,0
211123.svs,0,1,1,0
000033492400486180.mrxs,0,0,0,0
000033551900491970.mrxs,0,0,0,0
137419.svs,1,0,0,0
134221.svs,1,0,0,0
171781.svs,1,0,0,0
263239.svs,1,0,0,0
000034563900590930.mrxs,0,0,0,0
296117.svs,1,1,0,0
230290.svs,1,0,1,0
150158.svs,1,0,0,0
142882.svs,1,0,0,0
207553.svs,0,1,0,0
231467.svs,1,0,1,0
213451.svs,0,0,1,1
215028.svs,1,0,1,0
302618.svs,1,0,0,0
135461.svs,0,1,0,0
000033577900492472.mrxs,0,0,0,0
000033458200484973.mrxs,0,0,0,0
297361.svs,1,1,0,0
310569.svs,0,0,0,0
355100.svs,0,0,0,0
296116.svs,1,1,0,0
255010.svs,1,1,0,0
129312.svs,0,0,1,1
000033577900492474.mrxs,0,0,0,0
222283.svs,0,0,1,1
161528.svs,0,1,1,0
132183.svs,1,0,0,0
251532.svs,0,0,1,1
000033822700514765.mrxs,0,0,0,0
156304.svs,1,0,0,0
000033505600488402.mrxs,0,1,0,0
223703.svs,0,0,0,1
290616.svs,1,0,1,0
316890.svs,1,0,0,0
348141.svs,1,0,1,1
335865.svs,1,0,0,0
282166.svs,0,1,0,0
207554.svs,0,1,0,0
344427.svs,0,1,0,0
111664.svs,0,1,0,0
193303.svs,1,0,1,1
249982.svs,1,0,0,0
251348.svs,1,0,0,0
000033438600482349.mrxs,1,0,1,0
000033539100489426.mrxs,0,0,0,1
303597.svs,1,1,0,0
000033431800482383.mrxs,0,0,0,0
000034405900574015.mrxs,0,0,0,0
134534.svs,1,0,0,0
000033492600486186.mrxs,0,0,0,1
000033879700518820.mrxs,0,1,0,0
213433.svs,0,0,1,1
000033426500481196.mrxs,0,0,0,0
143271.svs,0,0,1,1
000034296300561709.mrxs,0,0,0,1
310572.svs,0,0,0,0
298259.svs,1,1,0,0
281649.svs,1,0,0,0
205817.svs,0,0,0,0
324455.svs,1,0,0,0
000033609100496654.mrxs,0,0,1,1
215626.svs,1,0,0,0
355149.svs,0,0,0,1
302593.svs,1,0,0,0
213749.svs,1,0,0,0
000033492600486188.mrxs,0,0,0,1
335129.svs,0,0,1,1
000033879700518818.mrxs,0,1,0,0
298254.svs,1,1,0,0
000034143900546250.mrxs,0,0,0,1
000033822700514757.mrxs,0,1,0,0
216557.svs,0,0,0,1
000033650900499698.mrxs,0,1,0,0
257056.svs,0,1,0,0
000034056000540024.mrxs,0,0,0,0
000034950700628521.mrxs,0,0,0,0
229802.svs,0,0,1,1
345590.svs,1,1,0,0
314914.svs,1,0,0,0
297405.svs,0,0,0,1
351302.svs,0,1,0,0
145682.svs,1,0,0,0
302659.svs,1,1,0,0
195910.svs,1,0,0,1
246182.svs,1,0,0,0
182542.svs,1,0,0,0
243986.svs,1,0,0,0
000034475700580039.mrxs,0,0,0,1
196906.svs,1,1,0,0
000033505600488406.mrxs,0,1,0,0
176447.svs,1,0,0,0
000034591600590960.mrxs,1,0,1,0
000034098300541205.mrxs,0,0,0,0
000033547100489474.mrxs,0,1,0,0
257484.svs,1,0,0,0
225859.svs,1,0,0,1
293088.svs,0,1,0,0
195973.svs,1,0,0,0
255015.svs,1,1,0,0
000033888700519539.mrxs,0,0,0,0
213344.svs,0,0,0,1
321261.svs,1,0,0,0
000033275700469613.mrxs,1,1,1,0
238054.svs,0,0,1,1
308255.svs,1,0,0,0
284687.svs,0,0,1,1
000034950700628529.mrxs,0,0,0,0
225419.svs,0,0,0,0
257055.svs,0,1,0,0
000034535500588528.mrxs,1,0,1,0
250355.svs,0,0,1,1
247334.svs,1,0,1,0
000033603500496234.mrxs,0,0,0,0
227845.svs,0,1,0,0
355111.svs,1,0,1,0
000033505600488408.mrxs,0,1,0,0
355070.svs,1,1,0,0
213275.svs,0,0,0,0
188340.svs,1,0,0,0
000034970900630097.mrxs,0,0,0,1
161660.svs,0,0,1,1
134422.svs,0,0,0,1
266044.svs,0,0,0,0
000033431800482381.mrxs,0,0,0,1
212175.svs,0,0,0,1
000033370700476524.mrxs,0,1,1,0
293014.svs,0,0,0,0
237837.svs,1,0,0,0
264584.svs,1,0,0,0
313707.svs,1,0,1,0
143433.svs,0,1,0,0
211134.svs,0,1,1,0
327528.svs,1,0,0,0
293096.svs,0,1,0,0
162405.svs,1,1,0,0
000033574500493020.mrxs,0,0,0,0
223714.svs,1,0,1,0
244552.svs,1,0,0,0
000035067600633356.mrxs,1,1,0,0
174836.svs,1,0,0,0
000033733900510412.mrxs,1,0,1,0
209404.svs,0,0,1,1
105374.svs,1,0,1,0
000034134100545767.mrxs,0,0,0,1
000033609200496758.mrxs,0,0,0,1
000034950700628523.mrxs,0,0,0,0
283977.svs,0,1,0,0
134424.svs,1,0,0,0
354993.svs,1,0,0,0
257406.svs,1,0,0,0
260816.svs,0,1,0,0
000033879700518814.mrxs,0,1,0,0
196685.svs,0,1,0,0
355070.svs,1,1,0,0
000033446400483529.mrxs,0,0,0,0
000033853000516782.mrxs,0,1,0,0
000033547100489468.mrxs,0,1,0,0
191217.svs,1,0,0,0
285137.svs,0,0,0,1
198106.svs,0,1,0,0
000034141200545811.mrxs,0,0,0,0
000034971000630101.mrxs,1,1,0,0
162404.svs,1,1,0,0
261312.svs,0,1,0,0
127453.svs,1,0,0,0
355063.svs,1,0,1,0
288010.svs,1,0,1,0
277300.svs,1,0,0,0
304254.svs,1,0,0,0
195386.svs,0,0,0,0
246178.svs,0,0,1,1
251534.svs,0,0,1,1
000033426500481198.mrxs,0,0,0,0
344421.svs,0,1,0,0
218743.svs,0,0,1,1
000034099100542283.mrxs,1,0,0,0
353452.svs,0,1,0,0
179801.svs,1,0,0,0
000033879700518824.mrxs,0,1,0,0
210251.svs,0,1,0,0
261178.svs,0,1,0,0
209324.svs,0,1,1,0
241983.svs,1,0,0,0
302676.svs,1,0,0,0
000033650900499692.mrxs,0,1,0,0
256953.svs,1,1,0,0
134853.svs,0,0,0,0
307882.svs,0,0,1,1
157469.svs,1,0,0,0
000033426500481194.mrxs,0,0,0,0
000033879700518822.mrxs,0,1,0,0
146601.svs,1,0,0,0
353615.svs,0,0,1,1
191056.svs,0,0,0,0
203322.svs,0,0,0,0
355085.svs,0,0,0,1
106558.svs,1,0,0,0
211116.svs,0,1,1,0
000033445400483491.mrxs,1,0,1,0
218748.svs,0,1,0,0
161729.svs,1,0,0,0
256951.svs,0,0,0,1
289880.svs,0,0,1,1
000034134300545769.mrxs,0,0,0,1
193342.svs,0,0,1,1
291180.svs,1,0,0,0
338060.svs,1,0,0,0
000033651600502277.mrxs,1,1,0,0
000034563900590928.mrxs,0,0,0,0
332933.svs,1,0,0,0
257053.svs,0,1,0,0
110849.svs,0,0,0,0
276366.svs,1,0,0,0
000033651600502275.mrxs,1,1,0,0
335963.svs,1,0,1,0
209701.svs,1,0,0,0
000033650900499696.mrxs,0,1,0,0
000034098300541203.mrxs,0,0,0,0
297363.svs,1,1,0,0
227771.svs,1,0,0,0
183993.svs,0,0,0,1
257049.svs,1,1,0,0
230285.svs,1,0,0,1
254235.svs,0,0,0,1
000033275700469607.mrxs,0,0,0,1
266292.svs,0,0,1,1
183374.svs,1,0,0,0
000034212100553991.mrxs,1,1,0,0
320981.svs,1,0,0,0
129178.svs,0,1,0,0
000033370700476526.mrxs,0,1,1,0
000033823800514857.mrxs,0,1,0,0
000033651200499794.mrxs,0,0,0,0
276385.svs,1,0,1,0
355082.svs,0,0,0,1
235064.svs,0,0,0,0
185115.svs,0,1,0,0
000034180400550057.mrxs,0,0,0,1
293843.svs,1,0,1,0
201230.svs,0,1,0,0
240464.svs,0,0,1,1
000034099100542285.mrxs,0,0,0,0
240465.svs,0,0,1,1
255077.svs,1,0,1,0
146639.svs,0,0,1,1
325255.svs,1,0,0,0
349179.svs,1,0,1,0
204762.svs,1,0,0,0
355094.svs,0,0,0,1
347147.svs,1,1,0,0
000033577900492478.mrxs,0,0,0,0
270422.svs,0,0,1,1
304953.svs,0,0,0,0
000034098800542277.mrxs,0,0,0,0
333538.svs,1,0,1,0
162298.svs,0,1,0,0
000034971000630105.mrxs,1,0,0,0
331836.svs,0,1,0,0
000033683800503906.mrxs,0,0,1,1
345568.svs,1,1,0,0
281506.svs,0,1,0,0
182541.svs,0,0,0,0
147619.svs,0,0,0,1
185031.svs,1,0,1,0
283518.svs,0,0,1,1
230292.svs,1,0,1,0
235431.svs,0,1,0,0
234833.svs,1,0,0,1
000033431000482389.mrxs,0,1,0,0
257051.svs,0,0,0,0
286761.svs,0,0,0,0
271012.svs,1,0,0,0
212049.svs,0,0,1,1
000033547100489476.mrxs,0,0,0,0
293077.svs,0,0,0,0
000034301100562445.mrxs,0,0,0,1
172689.svs,1,0,1,0
172757.svs,1,0,0,1
284798.svs,0,0,0,1
191138.svs,0,0,0,1
266046.svs,1,1,0,0
248901.svs,1,0,0,0
211485.svs,1,0,1,0
257934.svs,0,0,0,0
278286.svs,0,1,0,1
158846.svs,0,0,0,0
228598.svs,1,0,0,0
335965.svs,1,0,1,0
219598.svs,0,0,1,1
000034107600543388.mrxs,0,1,0,0
176459.svs,1,0,0,0
000034970900630095.mrxs,0,0,1,1
000034971000630109.mrxs,1,0,0,0
103563.svs,0,0,0,1
134852.svs,0,0,1,1
000033603700496240.mrxs,0,0,0,1
151473.svs,0,1,0,0
355056.svs,0,0,1,1
000033547100489472.mrxs,0,1,0,0
